"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
s_a15,eligibility_screening_questionnaire,"<div style=""font-size: 1.5em"">Contact Information</div>",descriptive,"A15. Briefly, we would like to collect your contact information for follow-up.",,,,,,,"([s_consent]='1' or [s_available]='0') and [s_language(1)]='1'",,,,,,
sp_s_a13_script,eligibility_screening_questionnaire,,descriptive,"
<b><u>STOP</u>. SAY</b>: ""Gracias por su tiempo. Le deseamos lo mejor.""
",,,,,,,"[s_consent]='0' and [s_language(2)]='1'",,,,,," @HIDDEN-SURVEY"
sp_s_a15,eligibility_screening_questionnaire,"<div style=""font-size: 1.5em"">Información de Contacto</div>",descriptive,"A15. Brevemente, nos gustaría obtener su información de contacto para el seguimiento.",,,,,,,"([s_consent]='1' or [s_available]='0') and [s_language(2)]='1'",,,,,,
s_phone1_en,eligibility_screening_questionnaire," ",descriptive,"A15a. CONTACT NUMBER #1:",,,,,,,"([s_consent]='1' or [s_available]='0' or [sp_s_available]='0') and [s_language(1)]='1'",,,,,,
s_phone1_sp,eligibility_screening_questionnaire,,descriptive,"A15a. NÚMERO DE CONTACTO #1:",,,,,,,"([s_consent]='1' or [s_available]='0' or [sp_s_available]='0') and [s_language(2)]='1'",,,,,,
s_phone1,eligibility_screening_questionnaire,,text,,,,phone,,,,"[s_consent]='1' or [s_available]='0' or [sp_s_available]='0'",,,,,,
s_phonename1,eligibility_screening_questionnaire,,text,"A15ai. Who does this phone number belong to? ",,,,,,y,"([s_consent]='1' or [s_available]='0') and [s_language(1)]='1'",,,,,,
s_voicemail1,eligibility_screening_questionnaire,,radio,"A15aii. Do we have permission to leave a voicemail for this number?","1, Yes | 0, No",,,,,,"([s_consent]='1' or [s_available]='0') and [s_language(1)]='1'",,,,,,
s_text1,eligibility_screening_questionnaire,,radio,"A15aiii. Can we contact you by text at this number?","1, Yes | 0, No",,,,,,"([s_consent]='1' or [s_available]='0') and [s_language(1)]='1'",,,,,,
s_phone2,eligibility_screening_questionnaire,,text,"A15b. CONTACT NUMBER #2:",,,phone,,,y,"[s_phone1]<>"""" and [s_language(1)]='1'",,,,,,
s_phonename2,eligibility_screening_questionnaire,,text,"A15bi. Who does this phone number belong to? ",,,,,,y,"[s_phone1]<>"""" and [s_language(1)]='1'",,,,,,
s_voicemail2,eligibility_screening_questionnaire,,radio,"A15bii. Do we have permission to leave a voicemail for this number?","1, Yes | 0, No",,,,,,"[s_phone2]<>"""" and [s_language(1)]='1'",,,,,,
s_text2,eligibility_screening_questionnaire,,radio,"A15biii. Can we contact you by text at this number?","1, Yes | 0, No",,,,,,"[s_phone2]<>"""" and [s_language(1)]='1'",,,,,,
s_phone3,eligibility_screening_questionnaire,,text,"A15c. CONTACT NUMBER #3:",,,phone,,,y,"[s_phone2]<>"""" and [s_language(1)]='1'",,,,,,
s_phonename3,eligibility_screening_questionnaire,,text,"A15ci. Who does this phone number belong to? ",,,,,,y,"[s_phone2]<>"""" and [s_language(1)]='1'",,,,,,
s_voicemail3,eligibility_screening_questionnaire,,radio,"A15cii. Do we have permission to leave a voicemail for this number?","1, Yes | 0, No",,,,,,"[s_phone2]<>"""" and [s_language(1)]='1'",,,,,,
s_text3,eligibility_screening_questionnaire,,radio,"A15ciii. Can we contact you by text at this number?","1, Yes | 0, No",,,,,,"[s_phone2]<>"""" and [s_language(1)]='1'",,,,,,
s_emailcontact,eligibility_screening_questionnaire,,radio,"A16. Would it be okay for the research study staff to contact you by email, if you have an email address?","1, Yes | 0, No",,,,,,"[s_consent]='1'  and [s_language(1)]='1'",,,,,,
sp_s_phonename1,eligibility_screening_questionnaire,,text,"A15ai. ¿A quién pertenece este número de teléfono? ",,,,,,y,"([s_consent]='1' or [sp_s_available]='0') and [s_language(2)]='1'",,,,,,
sp_s_voicemail1,eligibility_screening_questionnaire,,radio,"A15aii. ¿Tenemos su permiso para dejar un mensaje de voz en este número?","1, Sí | 0, No",,,,,,"([s_consent]='1' or [sp_s_available]='0') and [s_language(2)]='1'",,,,,,
sp_s_text1,eligibility_screening_questionnaire,,radio,"A15aiii. ¿Podemos ponernos en contacto con usted por medio de mensajes de texto a este número?","1, Sí | 0, No",,,,,,"([s_consent]='1' or [sp_s_available]='0') and [s_language(2)]='1'",,,,,,
sp_s_phone2,eligibility_screening_questionnaire,,text,"A15b. NÚMERO DE CONTACTO #2:",,,phone,,,y,"[s_phone1]<>"""" and [s_language(2)]='1'",,,,,,
sp_s_phonename2,eligibility_screening_questionnaire,,text,"A15bi. ¿A quién pertenece este número de teléno? ",,,,,,y,"[s_phone1]<>"""" and [s_language(2)]='1'",,,,,,
sp_s_voicemail2,eligibility_screening_questionnaire,,radio,"A15bii. ¿Tenemos su permiso para dejar un mensaje de voz en ese número?","1, Sí | 0, No",,,,,,"[sp_s_phone2]<>""""",,,,,,
sp_s_text2,eligibility_screening_questionnaire,,radio,"A15biii. ¿Podemos ponernos en contacto con usted por medio de mensajes de texto a este número?","1, Sí | 0, No",,,,,,"[sp_s_phone2]<>""""",,,,,,
sp_s_phone3,eligibility_screening_questionnaire,,text,"A15c. NÚMERO DE CONTACTO #3:",,,phone,,,y,"[sp_s_phone2]<>""""",,,,,,
sp_s_phonename3,eligibility_screening_questionnaire,,text,"A15ci. ¿A quién pertenece este número de teléno? ",,,,,,y,"[sp_s_phone2]<>""""",,,,,,
sp_s_voicemail3,eligibility_screening_questionnaire,,radio,"A15cii. ¿Tenemos su permiso para dejar un mensaje de voz en ese número?","1, Sí | 0, No",,,,,,"[sp_s_phone2]<>""""",,,,,,
sp_s_text3,eligibility_screening_questionnaire,,radio,"A15ciii. ¿Podemos ponernos en contacto con usted por medio de mensajes de texto a este número?","1, Sí | 0, No",,,,,,"[sp_s_phone2]<>""""",,,,,,
sp_s_emailcontact,eligibility_screening_questionnaire,,radio,"A16. ¿Estaría bien que el personal del estudio se pusiera en contacto con usted por correo electrónico, si tiene una dirección de correo electrónico?","1, Sí | 0, No",,,,,,"[s_consent]='1' and [s_language(2)]='1'",,,,,,
s_email1_en,eligibility_screening_questionnaire,,descriptive,"A16a. Email address #1:",,,,,,,[s_emailcontact]='1',,,,,,
s_email1_sp,eligibility_screening_questionnaire,,descriptive,"A16a. Dirección de correo electrónico #1:",,,,,,,[sp_s_emailcontact]='1',,,,,,
s_email1,eligibility_screening_questionnaire,,text,,,,email,,,y,"[s_emailcontact]='1' or [sp_s_emailcontact]='1'",,,,,,
s_email1_conf_en,eligibility_screening_questionnaire,,descriptive,"A16a_i. Please confirm email address #1:",,,,,,,[s_emailcontact]='1',,,,,,
s_email1_conf_sp,eligibility_screening_questionnaire,,descriptive,"A16a_i. Por favor confirme la dirección de correo electrónico #1:",,,,,,,[sp_s_emailcontact]='1',,,,,,
s_email1_conf,eligibility_screening_questionnaire,,text,,,,email,,,y,"[s_emailcontact]='1' or [sp_s_emailcontact]='1'",,,,,,
s_email1_error,eligibility_screening_questionnaire,,descriptive,"
<div style=""font-size: 1.25em"">ERROR: Please confirm email address 1 is the same in fields A16a and A16a_i.</div>

",,,,,,,"[s_email1]<>"""" and [s_email1_conf]<>"""" and [s_email1]<>[s_email1_conf]  and [s_language(1)]='1'",,,,,,
sp_s_email1_error,eligibility_screening_questionnaire,,descriptive,"
<div style=""font-size: 1.25em"">ERROR: Por favor confirme que la dirección de correo electrónico 1 es la misma del A16a y A16a_i.</div>
",,,,,,,"[s_email1]<>"""" and [s_email1_conf]<>"""" and [s_email1]<>[s_email1_conf]  and [s_language(2)]='1'",,,,,,
s_email2,eligibility_screening_questionnaire,,text,"A16b. Email address #2:",,,email,,,y,"[s_email1]<>""""  and [s_language(1)]='1'",,,,,,
s_email2_conf,eligibility_screening_questionnaire,,text,"A16b_i. Please confirm email address #2:",,,email,,,y,"[s_email1]<>""""  and [s_language(1)]='1'",,,,,,
s_email2_error,eligibility_screening_questionnaire,,descriptive,"
<div style=""font-size: 1.25em"">ERROR: Please confirm email address 2 is the same in fields A16b and A16b_i.</div>

",,,,,,,"[s_email2]<>"""" and [s_email2_conf]<>"""" and [s_email2]<>[s_email2_conf]",,,,,,
s_contact_pref,eligibility_screening_questionnaire,,radio,"A16c. For the future study questionnaires and weekly messages, would you prefer to have these messages via text or email? Please note that these will include links to an on line form that will be completed.","1, Text/SMS | 2, Email | 3, Does not have smartphone or email [NOTE: Study staff must contact the participant via phone call for future study questionnaires and weekly surveillance.]",,,,,,"[s_consent]='1'  and [s_language(1)]='1'",,,,,,
s_proxy,eligibility_screening_questionnaire,,radio,"A17.  If we are unable to reach you for the weekly contacts to ask whether you have developed symptoms or if you are unable to contact study staff at the time that you go into labor, we would like to be able to contact one or more  relatives or friends to find out how we can contact you or how you are doing. This person could be your partner, a parent, or another relative who is able to speak English or [site specific language].  We will not share any of your personal information or your medical history with this person. Would it be okay for the study staff to contact someone other than yourself if we are unable to reach you and to collect information from this person?  We would also ask this person to call us when you are in labor if you are unable to call us yourself.","1, Yes | 0, No",,,,,,"[s_consent]='1'  and [s_language(1)]='1'",,,,,,
s_a18,eligibility_screening_questionnaire,,descriptive,"A18. Briefly, we would like to collect this individual's contact information for follow-up",,,,,,,[s_proxy]='1',,,,,,
s_proxy1,eligibility_screening_questionnaire,,text,"A18a. Proxy Name #1:  ",,,,,,y,[s_proxy]='1',,,,,,
s_proxy_num1,eligibility_screening_questionnaire,,text,"A18ai. Proxy CONTACT NUMBER #1:",,,phone,,,y,[s_proxy]='1',,,,,,
s_proxy_rel1,eligibility_screening_questionnaire,,radio,"A18aii. What is this person's relationship to you?","1,  Husband/Partner | 2, Parent | 3, Sibling | 4, Friend | 5, Other, specify",,,,,,[s_proxy]='1',,,,,,
s_proxy_rel_spec1,eligibility_screening_questionnaire,,text,"A18a.ii_spec. Specify:",,,,,,,[s_proxy_rel1]='5',,,,,,
s_proxy_vm1,eligibility_screening_questionnaire,,radio,"A18aiii. Does this person have voicemail on his/her phone? ","1, Yes | 0, No",,,,,,[s_proxy]='1',,,,,,
s_proxy_vm_perm1,eligibility_screening_questionnaire,,radio,"A18aiii.a. Do we have permission to leave a voicemail for this number? ","1, Yes | 0, No",,,,,,[s_proxy_vm1]='1',,,,,,
s_proxy_type1,eligibility_screening_questionnaire,,radio,"A18aiv. Is this a mobile phone or landline?","1, Mobile phone | 2, Landline",,,,,,[s_proxy]='1',,,,,,
s_proxy_text1,eligibility_screening_questionnaire,,radio,"A18aiv.a. Can we contact this person by text at this number? ","1, Yes | 0, No",,,,,,[s_proxy]='1',,,,,,
s_proxy2,eligibility_screening_questionnaire,,text,"A18b. Proxy Name #2:  ",,,,,,y,"[s_proxy1]<>""""",,,,,,
s_proxy_num2,eligibility_screening_questionnaire,,text,"A18bi. Proxy CONTACT NUMBER #2:",,,phone,,,y,"[s_proxy1]<>""""",,,,,,
s_proxy_rel2,eligibility_screening_questionnaire,,radio,"A18bii. What is this person's relationship to you?","1,  Husband/Partner | 2, Parent | 3, Sibling | 4, Friend | 5, Other, specify",,,,,,"[s_proxy1]<>""""",,,,,,
s_proxy_rel_spec2,eligibility_screening_questionnaire,,text,"A18b.ii_spec. Specify:",,,,,,,[s_proxy_rel2]='5',,,,,,
s_proxy_vm2,eligibility_screening_questionnaire,,radio,"A18biii. Does this person have voicemail on his/her phone? ","1, Yes | 0, No",,,,,,"[s_proxy1]<>""""",,,,,,
s_proxy_vm_perm2,eligibility_screening_questionnaire,,radio,"A18biii.a. Do we have permission to leave a voicemail for this number? ","1, Yes | 0, No",,,,,,[s_proxy_vm2]='1',,,,,,
s_proxy_type2,eligibility_screening_questionnaire,,radio,"A18biv. Is this a mobile phone or landline?","1, Mobile phone | 2, Landline",,,,,,"[s_proxy1]<>""""",,,,,,
s_proxy_text2,eligibility_screening_questionnaire,,radio,"A18biv.a. Can we contact this person by text at this number? ","1, Yes | 0, No",,,,,,"[s_proxy1]<>""""",,,,,,
sp_s_email2,eligibility_screening_questionnaire,,text,"A16b. Dirección de correo electrónico #2:",,,email,,,y,"[s_email1]<>""""  and [s_language(2)]='1'",,,,,,
sp_s_email2_conf,eligibility_screening_questionnaire,,text,"A16b_i. Por favor confirme la dirección de correo electrónico #2:",,,email,,,y,"[s_email1]<>""""  and [s_language(2)]='1'",,,,,,
sp_s_email2_error,eligibility_screening_questionnaire,,descriptive,"
<div style=""font-size: 1.25em"">ERROR: Por favor confirme que la dirección de correo electrónico 2 es la misma del A16b y A16b_i.</div>
",,,,,,,"[s_email2]<>"""" and [s_email2_conf]<>"""" and [s_email2]<>[s_email2_conf] and [s_language(2)]='1'",,,,,,
sp_s_contact_pref,eligibility_screening_questionnaire,,radio,"A16c. Para los futuros cuestionarios del estudio y los mensajes semanales, ¿preferiría recibir estos mensajes por mensaje de texto o correo electrónico? Tenga en cuenta que estos incluirán enlaces a un formulario en línea que será completado.","1, Texto/SMS | 2, Correo electrónico | 3, No tiene teléfono inteligente o correo electrónico [NOTA: El personal del estudio debe ponerse en contacto con la participante via telefónica para los futuros cuestionarios del estudio y el seguimiento semanal.]",,,,,,"[s_consent]='1'  and [s_language(2)]='1'",,,,,,
sp_s_proxy,eligibility_screening_questionnaire,,radio,"A17.  Si no podemos comunicarnos con usted para los contactos semanales para preguntarle si ha desarrollado síntomas o si no puede comunicarse con el personal del estudio en el momento en que comienza la labor de parto, nos gustaría poder comunicarnos con uno o más de sus familiares o amigos, para saber cómo podemos comunicarnos con usted o cómo se encuentra. Esta persona podría ser su pareja, padre, madre u otro pariente que pueda hablar inglés o [site specific language]. No compartiremos su información personal o su historial médico con esta persona. ¿Estaría bien que el personal del estudio se comunique con alguien que no sea usted misma si no podemos comunicarnos con usted y obtener información de esta persona? También le pediremos a esta persona que nos llame cuando usted esté en labor de parto si no puede llamarnos usted misma.","1, Sí | 0, No",,,,,,"[s_consent]='1'  and [s_language(2)]='1'",,,,,,
sp_s_a18,eligibility_screening_questionnaire,,descriptive,"A18. Brevemente, nos gustaría obtener la información de contacto de esta persona para el seguimiento",,,,,,,[sp_s_proxy]='1',,,,,,
sp_s_proxy1,eligibility_screening_questionnaire,,text,"A18a. Nombre del(a) representante #1:  ",,,,,,y,[sp_s_proxy]='1',,,,,,
sp_s_proxy_num1,eligibility_screening_questionnaire,,text,"A18ai. NÚMERO DE CONTACTO del(a) representante #1:",,,phone,,,y,[sp_s_proxy]='1',,,,,,
sp_s_proxy_rel1,eligibility_screening_questionnaire,,radio,"A18aii. ¿Cuál es la relación de esta persona con usted?","1,  Esposo/Compañero | 2, Padre/Madre | 3, Hermano(a) | 4, Amigo(a) | 5, Otra, especifique",,,,,,[sp_s_proxy]='1',,,,,,
sp_s_proxy_rel_spec1,eligibility_screening_questionnaire,,text,"A18a.ii_spec. Especifique:",,,,,,,[sp_s_proxy_rel1]='5',,,,,,
sp_s_proxy_vm1,eligibility_screening_questionnaire,,radio,"A18aiii. ¿Tiene esta persona un buzón para correo de voz en su teléfono? ","1, Sí | 0, No",,,,,,[sp_s_proxy]='1',,,,,,
sp_s_proxy_vm_perm1,eligibility_screening_questionnaire,,radio,"A18aiii.a. ¿Tenemos su permiso para dejar un mensaje de voz en este número? ","1, Sí | 0, No",,,,,,[sp_s_proxy_vm1]='1',,,,,,
sp_s_proxy_type1,eligibility_screening_questionnaire,,radio,"A18aiv. ¿Es un teléfono móvil o de línea fija (de casa)?","1, Teléfono móvil phone | 2, Líne fija",,,,,,[sp_s_proxy]='1',,,,,,
sp_s_proxy_text1,eligibility_screening_questionnaire,,radio,"A18aiv.a. ¿Podemos contactar a esta persona por mensajes de texto a este número? ","1, Sí | 0, No",,,,,,[sp_s_proxy]='1',,,,,,
sp_s_proxy2,eligibility_screening_questionnaire,,text,"A18b. Nombre de representante #2:  ",,,,,,y,"[sp_s_proxy1]<>""""",,,,,,
sp_s_proxy_num2,eligibility_screening_questionnaire,,text,"A18bi. NÚMERO DE REPRESENTANTE #2:",,,phone,,,y,"[sp_s_proxy1]<>""""",,,,,,
sp_s_proxy_rel2,eligibility_screening_questionnaire,,radio,"A18bii. ¿Cuál es la relación de esta persona con usted?","1,  Esposo/Compañero | 2, Padre/Madre | 3, Hermano(a) | 4, Amigo(a) | 5, Otra, especifique",,,,,,"[sp_s_proxy1]<>""""",,,,,,
sp_s_proxy_rel_spec2,eligibility_screening_questionnaire,,text,"A18b.ii_spec. Especifique:",,,,,,,[sp_s_proxy_rel2]='5',,,,,,
sp_s_proxy_vm2,eligibility_screening_questionnaire,,radio,"A18biii. ¿Tiene esta persona un buzón para correo de voz en su teléfono?","1, Sí | 0, No",,,,,,"[sp_s_proxy1]<>""""",,,,,,
sp_s_proxy_vm_perm2,eligibility_screening_questionnaire,,radio,"A18biii.a. ¿Tenemos su permiso para dejar un mensaje de voz en este número?","1, Sí | 0, No",,,,,,[sp_s_proxy_vm2]='1',,,,,,
sp_s_proxy_type2,eligibility_screening_questionnaire,,radio,"A18biv. ¿Es un teléfono móvil o de línea fija (de casa)?","1, Teléfono móvil | 2, Líne fija",,,,,,"[sp_s_proxy1]<>""""",,,,,,
sp_s_proxy_text2,eligibility_screening_questionnaire,,radio,"A18biv.a. ¿Podemos contactar a esta persona por mensajes de texto a este número? ","1, Sí | 0, No",,,,,,"[sp_s_proxy1]<>""""",,,,,,
s_concl_script,eligibility_screening_questionnaire," ",descriptive,"
<b>SAY</b>: ""If you have any questions, you can always reach us at this [toll-free] study number [INSERT STUDY NUMBER].  
Do you have any questions for me?""  [ANSWER ANY QUESTIONS]

",,,,,,,"[s_proxy]<>""""",,,,,," @HIDDEN-SURVEY"
